TraderName,SampleSize,FirstCapital,LastCapital,Interest,ShortFailFlag,Long TradeCount,Long WinCount,Long LoseCount,Long WinRate,Long LoseRate,Long P/L,Long Profit,Long Loss,Long Cost,Long ProfitFactor,Short TradeCount,Short WinCount,Short LoseCount,Short WinRate,Short LoseRate,Short P/L,Short Profit,Short Loss,Short Cost,Short ProfitFactor,TradeCount,WinCount,LoseCount,WinRate,LoseRate,P/L,Profit,Loss,Cost,ProfitFactor,MaximalDrawdown,DrawdownFactor,ConsecutiveWinCount,ConsecutiveLoseCount
ControlChartBrain(72 10 40 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 10 55 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(48 55 55 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 55 40 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 10 40 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 10 55 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 25 10 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 25 10 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 25 25 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 25 25 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 25 40 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 10 55 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 25 40 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 55 40 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 25 10 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 25 25 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 25 40 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 25 40 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 25 55 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 25 55 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 40 10 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 40 25 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 40 25 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(48 55 40 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 40 40 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 40 55 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 40 55 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 55 10 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 55 10 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 55 25 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 55 25 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 40 10 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 55 40 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 55 25 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 55 25 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 40 40 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 55 40 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 40 55 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 40 55 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 55 10 50),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(96 55 10 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(72 40 40 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
ControlChartBrain(48 40 40 30),1000,2.5E7,0.0,-1.0,OK,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,-1.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,0,0
